20201223,宝山,大华,全明南北通， 低于市场价十万，安静位置  随时看房必看好房,349万,2室1厅 | 71.39平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZHl9NNwn8_1.jpg.296x216.jpg
20201223,宝山,大华,全南三房，户型空间灵活，满五唯一税费少！非一楼！房主自荐,572万,3室2厅 | 123.56平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LCaAUSXnE_1.jpg.296x216.jpg
20201223,宝山,大华,双南两房! 位置好，满五年唯一， 省税费， 看房随时房主自荐,345万,2室1厅 | 68.72平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TRclqS8L6_1.jpg.296x216.jpg
20201223,宝山,大华,北华苑 2室2厅 南 北,520万,2室2厅 | 86.31平米 | 南 北 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pgB7FDAMw_1.jpg.296x216.jpg
20201223,宝山,大华,近地铁一房  居家装修   视野开阔  配套齐全 诚心出售,209万,1室1厅 | 42.56平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SR5dX14LT_1.jpg.296x216.jpg
20201223,宝山,大华,满五唯一，户型正气，中间楼层，两房朝南，配套齐全,410万,2室1厅 | 123095平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_sj5M4Pgpa_1.jpg.296x216.jpg
20201223,宝山,大华,经典大三房，原始户型，三房两卫，带拐角阳台新上,730万,3室2厅 | 122.17平米 | 南 北 | 精装 | 中楼层(共14层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wuwo4uNJs_1.jpg.296x216.jpg
20201223,宝山,大华,满五年唯一，精装修，带大花园，位置好，诚心出售房主自荐,1930万,4室2厅 | 297.51平米 | 南 北 | 精装 | 3层 | 2006年建 | 板楼 | 联排别墅,http://image1.ljcdn.com/110000-inspection/8b07f9d200c0c1f74efc51e3fb2cb635-071.jpg.296x216.jpg
20201223,宝山,大华,中环花园洋墅、环境优美、房东诚意出售,750万,3室2厅 | 167.74平米 | 南 | 精装 | 低楼层(共8层) | 2013年建 | 板楼,http://image1.ljcdn.com/310000-inspection/ccfd6c1d-87c6-48b3-8c87-16e13f6405c6.jpg.296x216.jpg
20201223,宝山,大华,文华苑(宝山) 2室2厅 南,525万,2室2厅 | 88.19平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/rsp_pic_uploadb3ef963b-86d0-464d-8396-ff5be0255429.jpg.296x216.jpg
20201223,宝山,大华,一楼精装修一房！明年就满五唯一，诚心出售,299万,1室1厅 | 49.23平米 | 南 | 精装 | 低楼层(共6层) | 1994年建 | 板楼,
20201223,宝山,大华,中环边，品质小区，有花园，户型方正，车位充足房主自荐,1730万,4室3厅 | 343平米 | 西 | 简装 | 3层 | 2010年建 | 板楼 | 联排别墅,http://image1.ljcdn.com/shfdfs-image/20160902/b93e9405-914d-495e-b3fd-e4825e6e4a45.jpg.296x216.jpg
20201223,宝山,大华,高楼层大四房，户型方正，沿河景观房房主自荐,805万,4室2厅 | 141.78平米 | 南 西 | 简装 | 高楼层(共14层) | 2011年建 | 板楼,http://image1.ljcdn.com/310000-inspection/9909ea63-6dfe-4e66-b64c-e7446b8d6fe2.jpg.296x216.jpg
20201223,宝山,大华,中环一号电梯大三房两卫，满五年唯一，清水房随意装修房主自荐,770万,3室2厅 | 131.95平米 | 南 | 简装 | 中楼层(共14层) | 2008年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/148fb483-e37c-4d0d-bddf-02076d91b08c.png.296x216.jpg
20201223,宝山,大华,电梯房，2011年，7号线大华三路地铁站，,150万,1室0厅 | 43.27平米 | 南 | 其他 | 高楼层(共9层) | 2012年建 | 塔楼,
20201223,宝山,大华,近地铁，近商圈，电梯精装修大四房新上,1000万,4室2厅 | 150.55平米 | 南 | 简装 | 中楼层(共17层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/shfdfs-image/20141216/fdaf137e-46aa-4637-91c2-470e66c3f99a.jpg.296x216.jpg
20201223,宝山,大华,满五唯一，电梯高层，南北三房，附入室花园,690万,3室2厅 | 116.09平米 | 南 北 | 简装 | 高楼层(共14层) | 2006年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/test-dfba55bc-b97d-49b1-b7c2-d03a52400ec2.png.296x216.jpg
20201223,宝山,大华,南北通复式，满五唯一，商圈旁，近地铁，不靠路,800万,4室2厅 | 144.24平米 | 南 | 精装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/310000-inspection/d800a6cb-a947-46da-9909-61993ecebdbe.jpg.296x216.jpg
20201223,宝山,大华,别墅区电梯洋房，近地铁7号线，2+1小三房，使用率高,600万,3室2厅 | 87.22平米 | 南 北 | 毛坯 | 中楼层(共8层) | 2010年建 | 板楼,
20201223,宝山,大华,看房提前预约，业主诚意出售，视野开阔,400万,1室1厅 | 80.48平米 | 东 | 其他 | 高楼层(共16层) | 2012年建 | 塔楼,
20201223,宝山,大华,电梯大三房+飞机户型+小区中间位置+中间楼层+近地铁房主自荐,785万,3室2厅 | 134.97平米 | 南 | 精装 | 中楼层(共11层) | 2002年建 | 板楼,http://image1.ljcdn.com/x-se/shfdfs-image/20170416/80f808a1-f2b0-4d30-ab02-fe729b1a7b73.jpg.296x216.jpg
20201223,宝山,大华,北华苑 3室1厅 南,450万,3室1厅 | 88.28平米 | 南 | 其他 | 高楼层(共6层) | 1997年建 | 板楼,
20201223,宝山,大华,顶楼复式带露台  四季有阳光  可种花可养草  满五唯一房主自荐,700万,4室1厅 | 153.73平米 | 南 | 精装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-0c1a8284-fb5b-4a6d-9a38-fa3b9aa73903.jpg.296x216.jpg
20201223,宝山,大华,大华板块 中环以内 交通便利 一楼带花园 采光好房主自荐,435万,2室2厅 | 80.05平米 | 南 北 | 精装 | 低楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-dbde576e-f217-4ec7-b4af-47754b3a7141.png.296x216.jpg
20201223,宝山,大华,新上房源 大两房 次顶楼 两房朝南 位置好,425万,2室1厅 | 83.79平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/f3154bc3-f430-410b-8603-1ab5e7818d55.png.296x216.jpg
20201223,宝山,大华,嘉华苑+售后公房+满五唯一+中间楼层,450万,2室1厅 | 63.65平米 | 南 北 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,
20201223,宝山,大华,别墅边 电梯顶复，买一层得两层，正常层高，视野开阔,780万,3室2厅 | 89.22平米 | 南 | 精装 | 高楼层(共8层) | 2010年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-21a017b4-42f8-4e2b-b954-8985481b019a.jpg.296x216.jpg
20201223,宝山,大华,南北通四房小区中间位置户型方正两房朝南采光好,710万,4室2厅 | 142.18平米 | 南 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8Saa0i0yS_1.jpg.296x216.jpg
20201223,宝山,大华,大复式带露台，精装修，视野开阔，配套齐全房主自荐,880万,4室2厅 | 193.29平米 | 南 北 | 精装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kWqM2RA1p_1.jpg.296x216.jpg
20201223,宝山,大华,中环旁，毛坯房，不沿马路，诚意出售新上,825万,3室2厅 | 127.52平米 | 南 | 毛坯 | 低楼层(共17层) | 2015年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7k4MIKDrp_1.jpg.296x216.jpg
20201223,宝山,大华,锦华苑 3室2厅 南 北,760万,3室2厅 | 156.11平米 | 南 北 | 精装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_19nhPiwPM_1.jpg.296x216.jpg
20201223,宝山,大华,复星新苑 5室2厅 南,1500万,5室2厅 | 268.62平米 | 南 | 简装 | 低楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UK4r0bDGm_1.jpg.296x216.jpg
20201223,宝山,大华,大华二村 2室1厅 南 北新上,346万,2室1厅 | 64.17平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7kCv0CcJT_1.jpg.296x216.jpg
20201223,宝山,大华,新上好房，满五唯一，精装修保养好，拎包入住！新上,335万,2室2厅 | 63.95平米 | 南 北 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6YHDAaTb9_1.jpg.296x216.jpg
20201223,宝山,大华,北华苑 1室1厅 南,275万,1室1厅 | 52.92平米 | 南 | 其他 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_s1HEy5VNx_1.jpg.296x216.jpg
20201223,宝山,大华,康泰新城 2室2厅 南,606万,2室2厅 | 116.7平米 | 南 | 简装 | 低楼层(共11层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pAFI6jRCA_1.jpg.296x216.jpg
20201223,宝山,大华,北华苑 2室1厅 南 北,352万,2室1厅 | 63.79平米 | 南 北 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uf2wUzDFp_1.jpg.296x216.jpg
20201223,宝山,大华,三开间朝南 / 各功能间都有窗户 / 三个阳台,410万,2室2厅 | 74.92平米 | 南 | 其他 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Geh46qQor_1.jpg.296x216.jpg
20201223,宝山,大华,位置好 面积实用  满五年 业主诚意出售,960万,4室2厅 | 163.37平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ncvEmKiG0_1.jpg.296x216.jpg
20201223,宝山,大华,满五唯一 增值税房东自付 近地铁,595万,3室2厅 | 96.61平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qqfJEo6xv_1.jpg.296x216.jpg
20201223,宝山,大华,中环一号(二期) 2室2厅 南新上,478万,2室2厅 | 64.62平米 | 南 | 精装 | 18层 | 2012年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/372e283a-85ab-4868-b445-ff5762e83b8e.png.296x216.jpg
20201223,宝山,大华,大华二村 2室1厅 北 南新上,210万,2室1厅 | 41.74平米 | 北 南 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/421ca84d-e7c2-4c84-a131-ba4a5945988b.png.296x216.jpg
20201223,宝山,大华,悦尚华都 1室0厅 南,155万,1室0厅 | 44.35平米 | 南 | 精装 | 低楼层(共9层) | 2011年建 | 塔楼,
20201223,宝山,大华,悦尚华都 1室1厅 北,240万,1室1厅 | 54.2平米 | 北 | 其他 | 高楼层(共9层)  | 塔楼,
20201223,宝山,大华,悦尚华都 1室0厅 南,163万,1室0厅 | 44.35平米 | 南 | 其他 | 低楼层(共9层) | 2011年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-49c6034c-12aa-41f0-ba9a-64bcd83d96bc.png.296x216.jpg
20201223,宝山,大华,悦尚华都 1室0厅 北,126万,1室0厅 | 38.38平米 | 北 | 其他 | 低楼层(共9层) | 2015年建 | 塔楼,
20201223,宝山,大华,大华虎城第三空间 1室1厅 西北,320万,1室1厅 | 79.98平米 | 西北 | 其他 | 高楼层(共16层) | 2012年建 | 塔楼,
20201223,宝山,大华,诚意出售，有意向的可以提前预约看房,450万,1室1厅 | 79.98平米 | 南 | 其他 | 高楼层(共16层) | 2012年建 | 塔楼,
20201223,宝山,大华,钥匙房，随时可看，毛坯房，业主诚意出售,199万,1室1厅 | 48.81平米 | 西 | 其他 | 高楼层(共16层) | 2012年建 | 塔楼,
20201223,宝山,大华,大华虎城第三空间 1室1厅 西南,220万,1室1厅 | 45.08平米 | 西南 | 精装 | 高楼层(共16层) | 2012年建 | 塔楼,
20201223,宝山,大华,悦尚华都 1室0厅 北,130万,1室0厅 | 38.38平米 | 北 | 其他 | 低楼层(共9层)  | 塔楼,
20201223,宝山,大华,悦尚华都 1室1厅 北,130万,1室1厅 | 40.09平米 | 北 | 其他 | 高楼层(共9层)  | 塔楼,
20201223,宝山,大华,简装修，看房提前预约，业主诚意出售,202万,1室1厅 | 45.36平米 | 南 | 其他 | 高楼层(共16层) | 2012年建 | 塔楼,
20201223,宝山,大华,悦尚华都 1室0厅 北,118万,1室0厅 | 39.12平米 | 北 | 其他 | 低楼层(共9层)  | 塔楼,
20201223,宝山,大华,悦尚华都 1室1厅 北,120万,1室1厅 | 38.38平米 | 北 | 其他 | 低楼层(共9层)  | 塔楼,
20201223,宝山,大华,采光充足，视野开阔，精装修，诚意出售,250万,1室1厅 | 56.18平米 | 南 | 其他 | 高楼层(共16层) | 2012年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-a29a2f2f-efa4-4172-a2d6-3f2a18694433.png.296x216.jpg
20201223,宝山,大华,非顶楼 M7地铁小三房 采光好 南北直通 满五唯一！新上,635万,3室2厅 | 107.77平米 | 南 北 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/d609c130-2297-4919-aafe-50c9699cd1ab.png.296x216.jpg
