20201223,静安,彭浦,格局好 楼层好 视野宽阔 采光充足 一手动迁必看好房,465万,2室1厅 | 81.32平米 | 南 | 毛坯 | 高楼层(共34层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GJZzEZTn7_1.jpg.296x216.jpg
20201223,静安,彭浦,临汾名城+两房两厅+小区环境好,730万,3室2厅 | 129平米 | 南 | 简装 | 低楼层(共14层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fZAQ8UwCv.jpg.296x216.jpg
20201223,静安,彭浦,彭浦新村地铁站 94年房龄，大面积一室一厅， 交通便利房主自荐,208万,1室1厅 | 49.9平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bC20rbHYU_1.jpg.296x216.jpg
20201223,静安,彭浦,此房全明户型，一梯两户，中楼层采光好房主自荐,228万,1室1厅 | 44.94平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wBlBr9fMi_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，一梯两户商品房，环境优美，看房约维护人。房主自荐,310万,2室1厅 | 63.94平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YyQCbQIfl_1.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层，房型正气，全明户型，位置好，出行方便,280万,1室1厅 | 50.87平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yI7NI8qtt_1.jpg.296x216.jpg
20201223,静安,彭浦,品质小区 正气一房 税费水 楼层佳采光好房主自荐,406万,1室2厅 | 57.15平米 | 南 | 简装 | 中楼层(共11层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WhKKbcnyj_1.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层+一梯两户+采光好+看房方便,275万,2室0厅 | 50.36平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RNoKP87S9_1.jpg.296x216.jpg
20201223,静安,彭浦,双南精装修+视野采光佳+满五年税费少,398万,2室1厅 | 74.24平米 | 南 | 精装 | 高楼层(共7层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_IGCv5eek1.jpg.296x216.jpg
20201223,静安,彭浦,双南两房一厅中间楼层使用空间充足居家自住不二选择房主自荐,390万,2室1厅 | 74.63平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_XNXOc0AIt_1.jpg.296x216.jpg
20201223,静安,彭浦,新上房源， 一梯两户，南北两房，诚心出售,338万,2室1厅 | 71.91平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zOiofz36V_1.jpg.296x216.jpg
20201223,静安,彭浦,紧靠一号线和中环 户型正气 满五年 总价便宜,178万,1室1厅 | 41.26平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TEUYgb6lR_2.jpg.296x216.jpg
20201223,静安,彭浦,车位150元+1号线+管理好+满5年税少，看中可谈,195万,1室1厅 | 42.22平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_aZDt2oHWF_1.jpg.296x216.jpg
20201223,静安,彭浦,紧靠一号线和中环 精装修南北两房 厨卫全明 看房方便房主自荐,308万,2室1厅 | 57.6平米 | 南 北 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Ede2JXGrO_1.jpg.296x216.jpg
20201223,静安,彭浦,精装修 单价低 小区环境优美 人车分流 采光通风好,225万,1室1厅 | 50.62平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tGW1fZrO0.jpg.296x216.jpg
20201223,静安,彭浦,边套全明户型 一室一厅 满五唯一 视野好,230万,1室1厅 | 46.99平米 | 南 北 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1XX90OFQD_1.jpg.296x216.jpg
20201223,静安,彭浦,一梯两户全明户型，带阁楼 近地铁，诚意出售价格可谈房主自荐,505万,2室2厅 | 93.8平米 | 南 北 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zCIgpC0Yl.jpg.296x216.jpg
20201223,静安,彭浦,双南户型+售后公房+产权清晰+静安区+小区自带公园房主自荐,350万,2室1厅 | 67.13平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0jq0mWkyr_1.jpg.296x216.jpg
20201223,静安,彭浦,电梯房双南，中等装修可拎包住，满五年唯一,420万,2室1厅 | 78.29平米 | 南 | 简装 | 低楼层(共13层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NYoPDgmC6_1.jpg.296x216.jpg
20201223,静安,彭浦,1梯2户+车位150+早晚沐浴阳光，1号线+南北通+满5税少,560万,3室2厅 | 117.96平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6ZeAdDXwP_1.jpg.296x216.jpg
20201223,静安,彭浦,双南两房 中间楼层 采光好 户型方正 诚意出售,290万,2室1厅 | 57.95平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_iBPD2kwic_1.jpg.296x216.jpg
20201223,静安,彭浦,租车位150元+1号线+通风好+满5年唯1，新装修，管理严,208万,1室1厅 | 38.18平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KJAMhVI1O_1.jpg.296x216.jpg
20201223,静安,彭浦,全明一房一厅+业主诚意卖+满五唯一+看房联系维护人房主自荐,265万,1室1厅 | 53.13平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/baf50841-c7ff-449b-970b-c214d2af7565_1000.jpg.296x216.jpg
20201223,静安,彭浦,彭浦岭南小区 一梯两户 户型方正 两房朝南采光好！,295万,2室1厅 | 60.1平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_nL0nxsag4.jpg.296x216.jpg
20201223,静安,彭浦,品质小区，高楼层，精装修采光好，看房方便诚心出售,200万,1室1厅 | 44.32平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1lVzIRkVd_1.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一、近地铁、精装修、业主诚意卖,275万,2室1厅 | 52.94平米 | 南 北 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BmRy7fTj8_1.jpg.296x216.jpg
20201223,静安,彭浦,电梯房，高楼层，标准一房一厅，业主诚心出售房主自荐,288万,1室1厅 | 55.05平米 | 西南 | 简装 | 高楼层(共18层) | 1996年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_JjGKQcMXf_1.jpg.296x216.jpg
20201223,静安,彭浦,南北通全明一房一厅，厅带窗户，边套无遮挡房主自荐,240万,1室1厅 | 48.75平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6dutHSU75.jpg.296x216.jpg
20201223,静安,彭浦,带天井两室一厅，位置出行方便，看房方便业主诚,300万,2室1厅 | 56.34平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_DzzJX0CjS_1.jpg.296x216.jpg
20201223,静安,彭浦,双南双天井，楼间距大，一楼有垫高房主自荐,409万,2室1厅 | 71.63平米 | 南 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZtFbJAcxV.jpg.296x216.jpg
20201223,静安,彭浦,近中环，彭浦新村地铁站，户型正气，诚意出售房主自荐,300万,2室1厅 | 65.66平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1MDOjJMGx.jpg.296x216.jpg
20201223,静安,彭浦,新静安+全明户型+采光充足+配套齐全+小区环境好,220万,1室1厅 | 47.47平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fwwyv6F83_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一+南北两房一厅+厨卫全明+小区内部有公园,265万,2室1厅 | 55平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_9ZMIvCC1l_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，南北边套全明，一梯三户,居家自住不二选择房主自荐,360万,2室1厅 | 69.07平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ceK7UtdzT_1.jpg.296x216.jpg
20201223,静安,彭浦,双南两房，精装修，近地铁，配套齐全， 采光充足房主自荐,258万,2室0厅 | 44.26平米 | 南 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7pMw5yJjL.jpg.296x216.jpg
20201223,静安,彭浦,双南两房，户型方正，全明采光好，电梯房，近地铁房主自荐,365万,2室1厅 | 69.01平米 | 南 | 简装 | 低楼层(共10层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_xe7iINDti_1.jpg.296x216.jpg
20201223,静安,彭浦,低楼层中等装修一室一厅，诚意出售，到价签字房主自荐,330万,1室1厅 | 61.43平米 | 南 | 精装 | 低楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_F3jPK6gA4_1.jpg.296x216.jpg
20201223,静安,彭浦,南北精装2房，2000年竣工，近地铁出行便利房主自荐,565万,2室2厅 | 103.79平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5RXYHRRlj_1.jpg.296x216.jpg
20201223,静安,彭浦,恒安小区+环境优良+房东诚意出售+小两房,250万,2室1厅 | 50.21平米 | 南 | 简装 | 低楼层(共14层) | 1990年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_kiyVjZLkO_1.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层，双南双阳台，婚房精装修，采光视野好。房主自荐,630万,2室2厅 | 94.12平米 | 南 | 精装 | 中楼层(共16层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_CPOu4op9r.jpg.296x216.jpg
20201223,静安,彭浦,满五年唯一无个税+产权清晰+总价低业主诚心卖房主自荐,215万,1室1厅 | 51.69平米 | 东南 | 简装 | 低楼层(共14层) | 1990年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/2eddbaf9-8d06-48bd-bc16-7a4ba2f043cb_1000.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一+中间楼层+户型方正+采光好,240万,2室0厅 | 47.7平米 | 西北 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mmCNabtTk_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁 中间楼层 满五唯一 看房方便房主自荐,270万,1室1厅 | 50.74平米 | 南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uuJst5mTY_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安区 近地铁 精装修两房一厅 看房提前30分约可看房主自荐,348万,2室1厅 | 68.53平米 | 南 北 | 简装 | 低楼层(共13层) | 1994年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_dHZVv8AIW.jpg.296x216.jpg
20201223,静安,彭浦,临汾街道电梯房 小区环境好 诚意出售 看房联系维护人,415万,2室1厅 | 81.74平米 | 西南 | 简装 | 低楼层(共13层) | 1992年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/ae7ee7bc-bef0-4fb6-ab84-76d2d4a9e335_1000.jpg.296x216.jpg
20201223,静安,彭浦,两房一厅+一梯两户+1997年+满五年唯一+带露台+无抵押房主自荐,382万,2室1厅 | 65.58平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_FyfhZNjQr_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一 近地铁  看房方便 无抵押无贷款,368.5万,2室1厅 | 67平米 | 南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ImZCxA1F8_1.jpg.296x216.jpg
20201223,静安,彭浦,共康三村+楼层好+小区环境佳自带公园+配套设施齐全房主自荐,290万,2室1厅 | 53.55平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_39ceQFUwl.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼+东边套全明户型+看房方便+位置出行方便房主自荐,259万,2室0厅 | 53.08平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_OIDSMiYHk.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一+一体两户 +中间楼层+小区环境好,360万,2室1厅 | 71.25平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e0daa3f0-c9a2-4e98-affd-8ab57a400326_1000.jpg.296x216.jpg
20201223,静安,彭浦,来了来了，双南两房，一梯两户，户型正气，诚心出售房主自荐,416万,2室2厅 | 84.2平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WUugh2vrP_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安+布局合理+拎包入住+1号线共康路站房主自荐,405万,2室1厅 | 88.77平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_arMg28lB9.jpg.296x216.jpg
20201223,静安,彭浦,满五年唯一+中间楼层+采光无遮挡+万科物业,345万,2室0厅 | 58.54平米 | 南 | 简装 | 低楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UiWv6DXO9.jpg.296x216.jpg
20201223,静安,彭浦,一梯两户全明户型，业主诚意出售，一楼带大花园,535万,2室2厅 | 87.86平米 | 南 北 | 精装 | 低楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QbqnG10oj_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁 全明户型 看房方便 精装修,220万,1室1厅 | 33.26平米 | 南 | 精装 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2Ed6dr88W.jpg.296x216.jpg
20201223,静安,彭浦,近地铁，交通便捷；精装修，可直接拎包入住房主自荐,255万,2室1厅 | 45.01平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SsCpYAl7Q_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区  双南户型  次顶楼  售后公房  满五年 税费少房主自荐,390万,2室1厅 | 75平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LKhfJ9toZ_1.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一，一梯一户，面积大住着舒服，配套齐全,535万,2室2厅 | 115.42平米 | 南 北 | 简装 | 中楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EHktFlZ8z_1.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼 一梯两户 全明户型   一房带厅  近地铁房主自荐,248万,1室1厅 | 49.28平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QQBMMDMfm.jpg.296x216.jpg
20201223,静安,彭浦,双南户型，满五唯一，一梯两户，精装修。房主自荐,368万,2室1厅 | 69.63平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MTokFTD5P_1.jpg.296x216.jpg
20201223,静安,彭浦,一梯两户  双南两房带厅  近地铁  业主置换诚意出售房主自荐,300万,2室1厅 | 66.1平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uLCk10p5s_1.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一，电梯房，全明南北通，近地铁,410万,2室1厅 | 79.11平米 | 南 | 简装 | 低楼层(共18层) | 1996年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_Ib97eApPj_1.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼+满五年唯一无个税+户型好南北通+业主诚心卖房主自荐,260万,2室1厅 | 53.89平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kZYi2ImA9_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一 全南朝向 位置安静 光照充足 视野开阔房主自荐,360万,2室1厅 | 74.63平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_M8uHN75Fc_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区 满五唯一  看房子方便  双南两房 业主诚意出售房主自荐,293万,2室1厅 | 58.8平米 | 南 北 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qJGP3qXdO_1.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层，物业严格，接受置换，不临马路，居住舒适,260万,1室1厅 | 48.75平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5z14XiPwK_1.jpg.296x216.jpg
20201223,静安,彭浦,房型方正，南北通风，地铁1号线彭浦新村站，配套齐全房主自荐,263万,2室1厅 | 51.86平米 | 南 北 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eoovSNYJ8_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一 低总价 产权清晰 房东诚售房主自荐,260万,2室1厅 | 58.1平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qkTKH0osx_1.jpg.296x216.jpg
20201223,静安,彭浦,低楼层，双南户型，满五唯一，近地铁,300万,2室1厅 | 53.79平米 | 南 | 毛坯 | 低楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6Xtn7ltpS_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安中楼层精装双南通透两室户房主自荐,308万,2室0厅 | 55.81平米 | 南 | 精装 | 中楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mFShIMgfD_1.jpg.296x216.jpg
20201223,静安,彭浦,边套三房，户型方正，满五不唯一房主自荐,369万,3室2厅 | 70.46平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e78350c9-ba9a-4522-8568-0114a5ecebe2_1000.jpg.296x216.jpg
20201223,静安,彭浦,万科物业！高层电梯房，精装修家具家电拎包入住！,398万,2室1厅 | 73.17平米 | 南 | 精装 | 高楼层(共14层) | 1990年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_w6QeDbZjk_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安，满五唯一，小区适宜居住，业主诚意出售。房主自荐,249万,1室1厅 | 51.94平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eKtuM8LYg_1.jpg.296x216.jpg
20201223,静安,彭浦,卧室朝南，大一室，采光好，户型方正,182万,1室0厅 | 32.47平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_p9APAte2B_1.jpg.296x216.jpg
20201223,静安,彭浦,共康四村，示范小区，环境静谧，六楼一房一厅。,180万,1室1厅 | 38.9平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_IbLOq9NTE_1.jpg.296x216.jpg
20201223,静安,彭浦,此房满五年唯一税费少，楼层好采光充足 近地铁房主自荐,288万,2室1厅 | 55.1平米 | 南 | 精装 | 中楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/310000-inspection/5189c905-b4fe-49e6-affe-96798ea23fcf_1000.jpg.296x216.jpg
20201223,静安,彭浦,南北通透格局好，精装修，拎包入住！,460万,2室1厅 | 75.22平米 | 南 北 | 精装 | 低楼层(共34层) | 2011年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_mdrWFpANB_1.jpg.296x216.jpg
20201223,静安,彭浦,此房价格实在，房龄为1999-2000年，小区整洁干净。,590万,3室2厅 | 121.78平米 | 南 北 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ju38x7SEs_1.jpg.296x216.jpg
20201223,静安,彭浦,复式，一梯一户，带露台，满五年，看房随时房主自荐,890万,4室3厅 | 204.42平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_nFO7FwK1w_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一， 一梯2户，双南两房，采光充足，出入方便,485万,2室1厅 | 104.29平米 | 南 | 简装 | 高楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_coHH5l6f4_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区 单价低 近地铁 总价低业主诚意出售房主自荐,186万,1室1厅 | 42.73平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-854811eb-12fe-4b76-83f1-0bb36046fa96.jpg.296x216.jpg
20201223,静安,彭浦,临汾花园一房，全明户型，一梯两户，视野开阔。房主自荐,245万,1室1厅 | 50.32平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-e4a74e38-72df-4860-8984-b3ac45066885.jpg.296x216.jpg
20201223,静安,彭浦,新静安，南北两房，全明户型，配套齐全，交通方便房主自荐,330万,2室1厅 | 74.6平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_79pz958PS_1.jpg.296x216.jpg
20201223,静安,彭浦,精装一房一厅，全明户型，通风采光好，近地铁1号线房主自荐,198.8万,1室1厅 | 43.85平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-4e8305ab-c9ab-4ac3-8883-74125371ef0e.jpg.296x216.jpg
20201223,静安,彭浦,小区中间位置+随时可看+楼层好+美丽家园小区,195万,1室1厅 | 37.85平米 | 南 | 简装 | 低楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_jS0Gau94y.jpg.296x216.jpg
20201223,静安,彭浦,错层格局 层高比正常高 精装修 置换诚心出售,555万,2室2厅 | 95.39平米 | 南 北 | 精装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-2c4f5277-473f-49f0-a64e-34a3d36301b6.jpg.296x216.jpg
20201223,静安,彭浦,婚房装修 小户型 一房带厅 总价低 位置安静采光好房主自荐,183万,1室1厅 | 38.02平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_5sEcUvjsL_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区示范小区精装修南北全明两房诚意出售,224万,2室0厅 | 43.24平米 | 南 北 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/45785ab3-31d1-4892-8d8e-b7d96896c1ba_1000.jpg.296x216.jpg
20201223,静安,彭浦,静安区，户型方正，三大成熟购物生活广场，第四医院房主自荐,330万,1室1厅 | 54.39平米 | 南 | 简装 | 低楼层(共33层) | 2011年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_LKlaRPnru_1.jpg.296x216.jpg
20201223,静安,彭浦,1号线200米，低楼层，精装修，1梯2户，诚意出售！,486万,2室2厅 | 81.78平米 | 南 | 精装 | 低楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2InzgrL6T_1.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼，近地铁，总价低，小区好房主自荐,162万,1室0厅 | 32.65平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_m8BS2xUAX_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一  税费少  近地铁 交通便利  中间楼层房主自荐,180万,1室1厅 | 35.77平米 | 南 | 简装 | 中楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_gJzJqNhrH_1.jpg.296x216.jpg
20201223,静安,彭浦,店长推荐，小房型，必看好房，一房一厅,250万,1室1厅 | 40.62平米 | 南 | 简装 | 中楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wwcw9gEEo_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一  税费少  近地铁  交通便利房主自荐,168万,1室1厅 | 35.29平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/5d34a288-dbf2-49da-9b7a-91477b8e7d82_1000.jpg.296x216.jpg
20201223,静安,彭浦,小房子，满五年唯一，房子看中价格还可谈房主自荐,173万,1室1厅 | 36.09平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UERmu9LJV_1.jpg.296x216.jpg
20201223,静安,彭浦,业主诚意出售，房龄新，近地铁。,250万,1室1厅 | 42.16平米 | 南 | 简装 | 高楼层(共6层) | 2016年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NOYhNonZt_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区低总价，1梯3户，诚意出售！采光视野好房主自荐,133万,1室0厅 | 22.93平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_euec6dxwA_1.jpg.296x216.jpg
20201223,静安,彭浦,中层，近地铁，附，近写字楼广场公园,180万,1室1厅 | 35.21平米 | 南 | 简装 | 中楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-31d2c84b-024b-460b-9cf7-7ba3fe72c1ca.jpg.296x216.jpg
20201223,静安,彭浦,精装修，一房一厅，房龄新，近地铁，近公园房主自荐,185万,1室1厅 | 42.22平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-7284e70b-72f1-49be-a8d1-2ef993a36db3.jpg.296x216.jpg
20201223,静安,彭浦,小户型低总价，采光充足，视野无遮挡房主自荐,163万,1室0厅 | 37.68平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-17f1973c-a9fc-4045-9df5-cd0b25d596af.jpg.296x216.jpg
